,songlist,watch_num,sub_num,time,up,url,content
106,【洛天依原创曲】月夜秋【PV付】,9.1,2520,2012-10-08,小爱P,www.bilibili.com/video/av371271?from=search&seid=5752552450412107493,"一月掛林間 指尖輕點窗沿
舉杯邀明月 再嘆月兒圓
明月又成盤 故人何時才還
獨飲月下成歡
細雨獨呢喃 心兒千迴百轉
院中無人看 再無一晌歡
天街秋雨染 遠處腳步低嘆
驀然回首隻剩淚彎彎
輕笑再輕嘆 陰晴圓缺難
牢記再不換 此為對訴情怨
溫香軟玉 與卿歌一曲
小林石板 君醉早還

月兒明 星兒稀 我誓與君不分離
笑往昔 不珍惜 如今只怕獨孤寂
輕抬臂 怕君去 又恐十年再伶仃
明月里 於君惜 再嘆一曲無別離

一月掛林間 指尖輕點窗沿
舉杯邀明月 再嘆月兒圓
明月又成盤 故人何時才還
獨飲月下成歡
細雨獨呢喃 心兒千迴百轉
院中無人看 再無一晌歡
天街秋雨染 遠處腳步低嘆
驀然回首隻剩淚彎彎
濁酒送夏殘 秋風似微寒
細雨直撲面 再念起笑顏
不現不見 月兒輕掛念
冷冷淡淡 一夢迴環

青石板 月微黯 月下形影疊成三
想當年 下雪天 緊緊相擁不知寒
酒杯乾 再斟滿 今次不醉絕不還
望君憐 春風面 只為君再笑開顏
青石板 月微黯 月下形影疊成三
想當年 下雪天 緊緊相擁不知寒
酒杯乾 再斟滿 今次不醉絕不還
望君憐 春風面 只為君再笑開顏
"
107,【古风原创曲】莺啼序-洛天依【原创PV附】,9,2132,2014-11-25,废柴の琉璃酱,www.bilibili.com/video/av1745357?from=search&seid=5752552450412107493,"
不知岁月如梭 奈何荏苒过
寒蝉没 月瞅窗前 尚有星河陨落
夜正寒 黄莺静待 子规幽咽声声寞
青绾弱 深夜无言 沉吟未果

浩浩银河 痛饮高歌 玉蟾盘天卧
遮望眼 天上人间 忽而一羽飞鹤
卷珠帘 泪眼婆娑 人未还 思情脉脉
灯花落 满怀愁绪 红笺点墨

相思谁托 残烛摇影 夜来风雨络
寂寞轻酌 缘聚缘散 死生相错
琴音美酒 沧桑世上 如梦浮生又几多
醒时却见 夜寒江风瑟瑟

浩浩银河 痛饮高歌 玉蟾盘天卧
遮望眼 天上人间 忽而一羽飞鹤
卷珠帘 泪眼婆娑 人未还 思情脉脉
灯花落 满怀愁绪 红笺点墨

相思谁托 残烛摇影 夜来风雨络
寂寞轻酌 缘聚缘散 死生相错
琴音美酒 沧桑世上 如梦浮生又几多
醒时却见 夜寒江风瑟瑟　　

垂柳婀娜 新雨拂绰 一夜寒风过
不见枯荷 妙舞清歌 烦愁尽去百花来贺
酒醉蓬莱 旭日风和 万顷烟波一渔蓑
可叹痴心 几度引来尘客
"
108,【Days-Wing翼X折V】‘夜莺’-民国风（心华，TravelDays),9,1257,2015-10-31,Days的Wing翼,www.bilibili.com/video/av3144436?from=search&seid=15651626936883667372,"
教堂镶彩色玻璃窗
窗沿是青砖砌墙
墙外的车马如水转
转身谁在长夜呢喃
夜色灯阑珊　良宵皆尽欢
觥筹交错间　梦回乡水暖

玫瑰般美丽夜莺　婉转歌颂
喧嚣不夜城中
华灯上杯光魅影　歌舞升平
笑迎千百次相逢
时常在恍惚之间　感慨万千
繁华迷了双眼
焉然回首昨天已经越走越远
沧桑布满脸

春季到来绿满穹　姑娘绣鸳鸯
夏季到来柳丝长
少年却已漂泊到长江

记忆中泥巴抹的墙
墙上青葱爬满了窗
田间稻花香　蜿蜒小道宽
闯荡岁月长　步履皆蹒跚

抬头看星光灿烂　月色皎洁
流星划过天边
回头想灯红酒绿　繁华璀璨
随波逐流那时间
转眼间落花水流　韶然已逝
徒留片地春风
往日幻化成空时光把人捉弄

麻石铺巷子里面　小小世界
疯狂肆意少年
闯荡在城市之间　繁华迷眼
模糊记忆中笑脸
轮回著四季变迁　沉淀想念
回味她的腼腆
仲夏的不眠夜独自将凉茶添
苦涩透著甜"
109,【洛天依原创】两小无猜【PV付】,8.9,1047,2017-03-08,没有龟壳的乌龟,www.bilibili.com/video/av9043148?from=search&seid=5752552450412107493,"
上花轿 过石桥 心儿跳 面儿娇
看芭蕉 夹竹桃 小小新娘睡着了
过石桥 等花轿 小小新郎蹦蹦跳
等你（我）来把我（你）的红纱揭掉

青梅竹马白头老 鸳鸯戏水找不到
你在何方 是否在那等我
两小无猜齐眉老 蒹葭苍苍都找到
我已在这 等你找到我

下花轿 绕三道 花儿笑 鸟儿叫
桃花飘 缓步摇 小小新娘进门了
迎花轿 美人抱 小小新郎喜气绕
一起步入府中把堂拜好

青梅竹马白头老 鸳鸯戏水找不到
我找到你 你对我微微笑
两小无猜齐眉老 蒹葭苍苍都找到
你找到我 对我笑一笑

青梅竹马白头老 鸳鸯戏水找不到 
永结同心 你只对我最好
两小无猜齐眉老 蒹葭苍苍都找到
此情不老 一辈子……
就好"
110,【原创曲】乐正绫「寄明月」、(国风舞曲 Proj 1/4),8.8,1587,2017-10-03,T2o,www.bilibili.com/video/av15039325?from=search&seid=15651626936883667372,"穿过了小巷后的古街　青墙旁你遥望夕阳斜
只因是不经意的一瞥　扰乱我思绪不舍昼夜
想化作庄周变成蝴蝶　架青云穿过繁枝茂叶
纵然是群山层层叠叠　也无心在此流连停歇

将相思寄明月　期盼你能察觉
将你写作诗阙　送千里无邪

你就是梦浸白了新月
才会有悲欢离合阴晴圆缺
你就是风染红了枫叶
才会让我的思念漫山遍野

你就是泪浸白了初雪
才会如离人来去飘洒摇曳
你就是你染红了岁月
改变我黑白而无言的世界

如溪水潺潺淌过古街　带走了如梦般的时节
小桥上人潮络绎不绝　牵引我思绪层出不迭
若不识梁祝变成蝴蝶　驾紫烟穿过天上宫阙
绝不知人间多愁离别　吹落叶散作秋风清切

将相思寄明月　心缱倦意难决
将此情置长夜　似繁星明灭

你就是梦浸白了新月
才会有悲欢离合阴晴圆缺
你就是风染红了枫叶
才会让我的思念漫山遍野

你就是泪浸白了初雪
才会如离人来去飘洒摇曳
你就是你染红了岁月
改变我黑白而无言的世界

你就是梦浸白了新月
才会有悲欢离合阴晴圆缺
你就是风染红了枫叶
才会让我的思念漫山遍野

你就是泪浸白了初雪
才会如离人来去飘洒摇曳
你就是你染红了岁月
改变我黑白而无言的世界"
111,【心华】音符成诗【原创曲PV付】TV size.,8.7,1238,2016-08-15,純白,www.bilibili.com/video/av5824578?from=search&seid=5752552450412107493,"
飒爽笑傲红尘 醉舞剑
冬去春来又是 新一年
三杯浊酒灌喉 倾了空城颜
谁又能听见

霜雪浇灭灰烬 千岁间
执笔总爱描摹 世界线
夏风拂过容颜 迷了这情节

凉雨洒落在 湖面
尘埃落繁花 不见
仍然说不尽 喜欢 听闻你的一切

灼烧葬花你 泪眼
仿若世末般 凄切
加倍动容的 是你 惊才绝艳

画音符成诗 翩跹 回音不绝
是谁在撩拨 琴弦
诗句悠然间 哼唱着 星河烂漫

画音符成诗 翩跹 回音不绝
是你在撩拨 琴弦
时光悠然间 期待着 新的诗篇"
113,【洛天依原创】异闻堂,8.6,3002,2013-07-13,一天天,www.bilibili.com/video/av647115?from=search&seid=5752552450412107493,"
一席长袍促惊心　怀梦铜镜对窗棂
若遇青灯路边明　莫叹息
八尾猫信步中庭　谁人裁花贴人皮
画眉执笔　触目骇人
客官　异闻堂请

伊半步一轻吟　市街回眸衣襟
引痴情人同行　葬枯骨底井
红梳七尺冰　刺入妒者眉心
诅咒他轮回无尽
永坠地狱　食尘土粪泥
嗜血人面蚤　它跃然纸上
锦屏邀芍药　花尸笑妖娆

莫惊呼　异兮异兮
琳琅鬼怪灵精
随步至中庭稍憩
雕花一杯而后听君吟
怡兮怡兮
饮罢再续少顷
捻连须　夜歌笙鸣
一波三折异闻未尽　方起

谁持骨奏清音　月伴阡陌凛凛
惹迷途人垂情　醉梦不复醒
朱绳系虫螟　寄居仇人腹心
诅咒那吸髓噬筋
瘴鬼积于　至失魂痴癔
镜前容颜凋　丹砂磨一遭
点睛梁上鹞　扑翅飞逍遥
唳飘渺

你好　这里是异闻堂
有缘至此　请不必拘礼
在这里
你可以实现心中的所欲所想
纵视天下奇闻怪谈
鼓掌鬼怪灵精

莫惊呼　异兮异兮
琳琅鬼怪灵精
随步至中庭稍憩
雕花一杯而后听君吟
怡兮怡兮
饮罢再续少顷
捻连须　夜歌笙鸣
引吭今夜凭　放浪劳形

噫兮噫兮
市侩三千尘音
弦外听君临相惜
舀华月半樽为尔解因
逸兮逸兮
哗然百鬼夜行
与同座异闻方起
共醉魑魅只叹夜尽　天明

静默巷前何人停　缘起半步偎桑荫
异闻堂等君来行　日夜相迎
"
112,&lt;洛天依&gt; 食事--关于食物的一切美好遐想,8.6,1082,2016-10-09,風守miNado,www.bilibili.com/video/av6604992?from=search&seid=5752552450412107493,"正月初　残雪晒过后　饮半壶雾气
鸿雁来　正草木繁荫　青鲤脍如云
等清明　履春水独行　随藜蒿同裹 几团青
此番味　只一箸入口　忆几重春秋

小满已至　千颗红珠
里落半阙采桑子　甘留唇齿
青梅煮雨　大梦初醒时　
再饮一盏琉璃　不必再梦　不必再醒

夏至一碗银线　玉箸如横秋练 
小暑后再解画船　采一节玉雪鲜甜
浴罢新月折新荔　玉液如凝水流萤
恍然抬眼　光阴　缠绵若风潆

立秋来　银刀斫清瑶　凉瓠蕴红冰
白露夜　小煎青芽唤　十年尘梦饮
再寒露　玛瑙红欲滴　依稀是榴花　照眼明
已霜降　柿如日光映　琼浆似霞昕

小雪初覆　舂声起石臼里
新米粘糯温绵　解作团圆
凛冬将至　捧一碗温袅
气吞吐云烟　方能解这数九苦寒

世有珍馐万千　日食不过三餐
形色各异称百味　无非甘苦辛酸咸
可这舌尖堪一点　与寸心同尝冷暖 
俗世人间　便值　得百般流连"
115,【乐正绫原创】龙耀无双【呆毛社】【原创PV付】,8.4,2440,2015-08-18,呆毛顶天米饭团子,www.bilibili.com/video/av2760761?from=search&seid=5849885230816550116,"一夜苍茫 染山河万里霜
望烽火烟扬 解厩前马缰
城墙之上 谁深宫闺阁出绣房
撇去花黄 叹乱世无常

你高台吟唱 转身掩泪光
来生且茫茫 谁不羡慕鸳鸯
我提刀向东方

且将吾所歌留于大地万里山河
边城上梦里繁花尽落
为你血战百场
苦难千般又有何妨
愿你举世再无双

啊~风过城池耳畔响
尸骨未凉
哪日我醉卧沙场
还请待我荣耀归来为你傲世无双

豆蔻时年 你嫣然住香帐
却欲舞刀剑 披一身戎装
古琴一曲 肃杀百花压群芳 
曲罢三日 仍余音绕梁

盘龙殿前 百官无声张
我泱泱大国 尊玉陛之上
岂可下嫁蛮荒

且将吾项上头颅献于青天万丈
轩辕门外旌纛齐飘扬
中军大帐帘外
金鼓声声催我上马旁
此战功成举世再无双

风过城池耳畔响
一身狂张
哪怕我醉死沙场
愿我能得平安归去为你傲世无双

且将吾热血一腔漫撒辽远边疆
只恐你临窗寸断肝肠
平阳落雁南归去
同携我书信一张
一生傲世再无双

啊~风过城池耳畔响
患伤未凉
恐是将枉死沙场
来生茫茫
能否还你两厢举世无双"
114,【依、绫、心华合唱】春意红包（元宵快乐）,8.4,1885,2017-02-11,Days的Wing翼,www.bilibili.com/video/av8548508?from=search&seid=5752552450412107493,"
小麦面包饺喜色上眉梢
点柳翠画春晓
找旧样铜板穿一串吉兆
把春意装满红包

廊下的小阿妹摇头晃脑
望着瓦上的碎嘴家雀
问它们春日的鸟儿何时才能到
穿街搜巷沿路找
看邻家的老人摘下毡帽
虽是脱去冬衣还尚早
宰鸡鸭起炉灶　揭开自家陈酿
偷偷尝一瓢

大鬼叫小鬼叫　邪祟吓得跌倒
该用什么清扫　锣鼓鞭炮
小孩儿快来瞧　别再人堆胡闹
只有听话乖巧　来年才能长高
和纸浆采朱砂　攒一摞春联叠好
剪金花染红料　再糊一个四方小包
对花调抄童谣　写一串吉祥安好
扶正了封面　画上春来到

一片翠色葱葱明快又跳跃
几瓣海棠山茶花儿相映笑
再蘸浓墨潦草添只燕子闹
红绳绕来封一个大红包

找一张晒烫的板凳歇脚
看你眼下又布满操劳
编织橙黄蓝绿把烦恼全都忘掉
抬手捧一把红枣
骗怕生的小妹点灯睡觉
会有鬼祟在夜晚来到
她慌张我偷笑连说不怕不怕
让我去赶跑

左搭肩右帮腔　挤兑迟来的大忙人
礼物未到　人怎能到
表嫂吵大舅闹　连天地喳喳叫
我装作听不到　盘坐把碗延敲
踩高跷抓花包　撩一挂红衣鞭炮
打年糕串辣椒　抹花我的胭脂粉膏
侃八卦讲小道　等杯中茶酒减少
将手上红包　塞进你棉袄

你送吉祥如意幸福快来到
我送百年顺遂不怕被火烧
再求来年生辰添一分美貌
拱手摇同鞠一躬对眼笑

小麦面包饺喜色上眉梢
点柳翠画春晓
找旧样铜板穿一串吉兆
把春意赠与明朝

左搭肩右帮腔　热闹话不见少
你来蒸我来挑　塞满嘴的玉米包
干柴烧火焰高　烦心事已寥寥
眯眼瞧　把红包塞进你棉袄

一片翠色葱葱明快又跳跃
几瓣海棠山茶花儿相映笑
封着吉祥如意幸福快来到
红绳绕拆开春意大红包
"
116,【洛天依·乐正绫系列曲】江陵赋（依临九州）【pv付】,8.2,2323,2016-02-17,桑葚上的猴子,www.bilibili.com/video/av3863871?from=search&seid=5752552450412107493,"清晰却无从诉说
行云散去
指尖去勾勒
不见情缘化作飘零天间的古歌
漫于无人知晓的阡陌

模糊亦无处捉摸
花叶飘落
伞边的寄托
可知刻骨铭心也已淡却了执着
相思情却与谁诉说

在云海漫步迷离着
寻不到那双眸
不知何年能再相逢
那时的粲然烟火

光阴埋藏的孤单
行路踏去
清晰的思念
也曾固执的心却已化作了雨点
只留点滴水声在作伴

岁月淡去的幽怨
梦回那时
烟雨中相伴
三生情 伤了谁
留待来世去诉说
苍茫中未尽的因果

在云海漫步迷离着
寻不到那双眸
不知何年能再相逢
那时的粲然烟火

月光散落惶与惑
洗去半生颠簸
在明眸深处倒映着
书卷上定格的你与我"
118,【洛天依】原创国风曲+PV---《巷》,8.1,3663,2012-08-04,浅指皙,www.bilibili.com/video/av326484?from=search&seid=3442907810557579453,
117,【乐正龙牙原创曲】书生【litterzy】【龙言向】,8.1,2186,2017-08-23,litterzy,www.bilibili.com/video/av13714796?from=search&seid=5752552450412107493,
119,【洛天依】骑士背影,7.9,3168,2012-08-09,时空游客,www.bilibili.com/video/av330608?from=search&seid=15651626936883667372,
120,【洛天依】丝竹之弦,7.8,3329,2012-07-18,PoKeR_扑克,www.bilibili.com/video/av311688?from=search&seid=3442907810557579453,
122,【初音中文・古风原创】秋月赋,7.6,1522,2015-09-26,猫站便利店,www.bilibili.com/video/av2958371?from=search&seid=11783929315547033125,
121,王朝、初音未来中文、月满西江、神落大陆Project,7.6,1098,2017-10-04,王朝,www.bilibili.com/video/av15059551?from=search&seid=11783929315547033125,
124,【洛天依·乐正绫系列曲】芒种（节气物语）【PV付】,7.5,2423,2016-06-08,桑葚上的猴子,www.bilibili.com/video/av4900971?from=search&seid=5849885230816550116,
123,【洛天依乐正绫原创曲】樱花绽放时【原创PV付】,7.5,1340,2017-08-07,喵九不是猫九,www.bilibili.com/video/av13070537?from=search&seid=11783929315547033125,
125,【洛天依原创】华胥梦【无名社X醉秋辞】,7.3,1680,2016-06-07,无名社,www.bilibili.com/video/av4889553?from=search&seid=11783929315547033125,
126,归霞与客  vocaloid,7.1,1837,2016-07-03,風守miNado,www.bilibili.com/video/av5186330?from=search&seid=11783929315547033125,
127,【乐正绫原创】沧月啸【Near.Clock、折v、】【Days乐团】,7.1,1707,2016-07-28,折折折折v,www.bilibili.com/video/av5535846?from=search&seid=11783929315547033125,
129,【洛天依原创】红豆【唯love燕子】,7,2837,2013-11-25,北冥有燕,www.bilibili.com/video/av849013?from=search&seid=11783929315547033125,
128,【言和】战国春秋,7,1105,2015-06-21,影随龙风,www.bilibili.com/video/av2465995?from=search&seid=11783929315547033125,
130,【言和重制/全实录】大唐玄怪来谒 2016 ft.纳兰寻风、大司乐坊,7,1474,2016-08-18,康师傅の海鲜面,www.bilibili.com/video/av5876523?from=search&seid=3442907810557579453,
133,【洛天依·乐正绫系列曲】清明（节气物语）【pv付】,6.9,1727,2016-04-02,桑葚上的猴子,www.bilibili.com/video/av4255170?from=search&seid=5849885230816550116,
131,【言和原创】人在千古【litterzy】,6.9,1731,2016-04-29,litterzy,www.bilibili.com/video/av4501020?from=search&seid=11783929315547033125,
132,【洛天依】笠泽之畔3.0【原创曲pv付】【Sodatune】,6.9,966,2017-08-11,純白,www.bilibili.com/video/av13214843?from=search&seid=11783929315547033125,
134,【洛天依原创】长恨歌【PV付】,6.8,1482,2013-01-01,可乐+牛奶,www.bilibili.com/video/av429455?from=search&seid=11783929315547033125,
135,【原创】《长亭别》——洛天依X乐正绫,6.7,1018,2016-01-02,芹菜猪肉大馄饨,www.bilibili.com/video/av3498013?from=search&seid=5849885230816550116,
137,【洛梦绫音】落花雨【乐正绫x洛天依】【原创PV付】,6.5,1340,2016-01-10,SAS苍穹之歌乐团,www.bilibili.com/video/av3553987?from=search&seid=5849885230816550116,
136,【洛天依翻唱】大鱼海棠印象曲《大鱼》【明遥】,6.5,1428,2016-05-24,明遥vicky,www.bilibili.com/video/av4753287?from=search&seid=11783929315547033125,
139,洛天依《彼岸花》(一图流)原创曲,6.4,1250,2014-12-13,lzg87150379,www.bilibili.com/video/av1796077?from=search&seid=3442907810557579453,
138,【逸恋仙居】仙居谣【洛天依版PV】,6.4,1826,2015-06-23,冬子orz,www.bilibili.com/video/av2474005?from=search&seid=11783929315547033125,
140,【洛天依 • 中文古风】【公子无心】【PV付】,6.3,1709,2014-02-28,驸马小豆,www.bilibili.com/video/av987680?from=search&seid=11783929315547033125,
142,【清风与我】【言和】,6.3,1114,2015-12-18,南岐_,www.bilibili.com/video/av3405409?from=search&seid=3442907810557579453,
141,【乐正绫原创】金榜望（PV付）,6.3,1662,2016-03-17,黒白君,www.bilibili.com/video/av4115103?from=search&seid=11783929315547033125,
143,【洛天依原创】一夜飞花【PV付】,6.2,1744,2013-01-31,黑方Serge,www.bilibili.com/video/av456683?from=search&seid=11783929315547033125,
144,【洛天依原创】弑月(PV附)【裕剑流】中国风,6.1,2121,2012-11-02,裕剑流P,www.bilibili.com/video/av386608?from=search&seid=3442907810557579453,
146,纪念那些年我们一起追过的——《纨绔》,6,2077,2012-09-08,水琴,www.bilibili.com/video/av353624?from=search&seid=11783929315547033125,
145,【乐正绫】乱舞苍穹【古风原创PV付】,6,1528,2016-02-23,Ace丨Zero,www.bilibili.com/video/av3927062?from=search&seid=11783929315547033125,
147,【洛天依原创】旧时光【含PV】,5.9,1466,2013-05-17,皓月-moonqshine,www.bilibili.com/video/av569728?from=search&seid=11783929315547033125,
148,【洛天依古风原创】绝笔·子不语【南北组】【DC次元裂缝社】,5.9,1348,2014-10-19,DC次元裂缝社,www.bilibili.com/video/av1634761?from=search&seid=11783929315547033125,
149,【乐正绫翻唱】三月雨,5.7,1852,2015-07-18,花儿不哭,www.bilibili.com/video/av2590748?from=search&seid=17837443071965905069,
150,【乐正龙牙】极欲妖道【章鱼烧正太】男妖之魅,5.7,1147,2017-09-30,章鱼烧正太,www.bilibili.com/video/av14925254?from=search&seid=17837443071965905069,
152,【洛天依】蜀绣【李宇春】,5.6,1401,2015-10-10,糖分dongongngg,www.bilibili.com/video/av3040618?from=search&seid=17837443071965905069,
151,【乐正龙牙X乐正绫原创】初【龙绫】【原创pv付】,5.6,1797,2017-07-06,陌然的盆盆,www.bilibili.com/video/av11946832?from=search&seid=17837443071965905069,
154,【中文初音】皓月·中国风R&amp;B——半杯盛唐,5.5,1032,2011-09-28,皓月-moonqshine,www.bilibili.com/video/av150118?from=search&seid=3442907810557579453,
153,【乐正绫翻唱】江南雨【无名社】【古风&amp;唯美PV】【高音】【Ω】,5.5,1015,2016-04-03,小欧O,www.bilibili.com/video/av4262594?from=search&seid=17837443071965905069,
155,【Sr】风华诀【言和/洛天依翻唱】,5.4,1766,2013-12-01,西凉若若,www.bilibili.com/video/av856974?from=search&seid=17837443071965905069,
156,【洛天依乐正绫原创】《百鬼惜》【聆语社】【重置治愈向PV付】,5.3,1508,2015-08-28,聆语社,www.bilibili.com/video/av2820598?from=search&seid=13245993803613514093,
157,【洛天依原创曲】倾城【一图流】,5.2,1121,2012-11-02,レストー,www.bilibili.com/video/av386491?from=search&seid=17837443071965905069,
158,【洛天依·乐正绫】锋芒千里—少年三国志同人曲/归墟出品,5.2,555,2016-11-19,O2O归墟原创,www.bilibili.com/video/av7160586?from=search&seid=13245993803613514093,
159,【洛天依原创】谷雨（节气物语专辑ver）【PV付】,5.2,935,2017-07-20,桑葚上的猴子,www.bilibili.com/video/av12399023?from=search&seid=13245993803613514093,
164,【洛天依】枉凝眉-BY：毛毛虫P（更新虐版）,5.1,1116,2013-04-13,利昂·艾尔托沙,www.bilibili.com/video/av534264?from=search&seid=13245993803613514093,
163,【Days乐团】荧光蝶（Wing翼）-F.T洛天依,5.1,1423,2013-04-28,Days的Wing翼,www.bilibili.com/video/av548744?from=search&seid=8887934462915994242,
161,【洛天依古风中翻】无名歌,5.1,1310,2015-07-14,纳兰寻风,www.bilibili.com/video/av2572746?from=search&seid=17837443071965905069,
160,【阿杰729、言和、乐正绫、洛天依】盛唐夜唱【元宵节快乐】,5.1,692,2016-02-22,鬼面P,www.bilibili.com/video/av3920177?from=search&seid=17837443071965905069,
165,【洛天依乐正绫原创】锦年入梦【litterzy】,5.1,888,2016-08-10,litterzy,www.bilibili.com/video/av5743048?from=search&seid=13245993803613514093,
162,【洛天依原创曲】鬼狐【洛劫】【祈音社】【原创PV付】,5.1,551,2017-09-05,洛劫,www.bilibili.com/video/av14184767?from=search&seid=17837443071965905069,
167,"【芝麻糊天依.忆香完结】黑白回忆.民国风（兔子Jei,Days乐团)",5,914,2015-11-20,Days的Wing翼,www.bilibili.com/video/av3249232?from=search&seid=8887934462915994242,
166,【洛天依原创】少林棍（《红·花开时代》合辑收录曲）,5,657,2016-05-15,康师傅の海鲜面,www.bilibili.com/video/av4662365?from=search&seid=3442907810557579453,
168,【言洛贺年曲】矫情 Vocal:言和 洛天依,4.9,1104,2014-02-10,绛舞乱丸,www.bilibili.com/video/av956926?from=search&seid=17837443071965905069,
